id,codeNaics,titleNaics2,titleNaics3,titleNaics4,titleNaics5,titleNaics6
198,2213,"Water, Sewage and Other Systems ","Water, Sewage and Other Systems ","Water, Sewage and Other Systems ","Water, Sewage and Other Systems ","Water, Sewage and Other Systems "
199,22131,Water Supply and Irrigation Systems ,Water Supply and Irrigation Systems ,Water Supply and Irrigation Systems ,Water Supply and Irrigation Systems ,Water Supply and Irrigation Systems 
200,221310,Water Supply and Irrigation Systems ,Water Supply and Irrigation Systems ,Water Supply and Irrigation Systems ,Water Supply and Irrigation Systems ,Water Supply and Irrigation Systems 
201,22132,Sewage Treatment Facilities ,Sewage Treatment Facilities ,Sewage Treatment Facilities ,Sewage Treatment Facilities ,Sewage Treatment Facilities 
202,221320,Sewage Treatment Facilities ,Sewage Treatment Facilities ,Sewage Treatment Facilities ,Sewage Treatment Facilities ,Sewage Treatment Facilities 
203,22133,Steam and Air-Conditioning Supply ,Steam and Air-Conditioning Supply ,Steam and Air-Conditioning Supply ,Steam and Air-Conditioning Supply ,Steam and Air-Conditioning Supply 
204,221330,Steam and Air-Conditioning Supply ,Steam and Air-Conditioning Supply ,Steam and Air-Conditioning Supply ,Steam and Air-Conditioning Supply ,Steam and Air-Conditioning Supply 
205,23,Construction,Construction,Construction,Construction,Construction
206,236,Construction of Buildings,Construction of Buildings,Construction of Buildings,Construction of Buildings,Construction of Buildings
207,2361,Residential Building Construction,Residential Building Construction,Residential Building Construction,Residential Building Construction,Residential Building Construction
208,23611,Residential Building Construction,Residential Building Construction,Residential Building Construction,Residential Building Construction,Residential Building Construction
209,236115,New Single-Family Housing Construction (except For-Sale Builders) ,New Single-Family Housing Construction (except For-Sale Builders) ,New Single-Family Housing Construction (except For-Sale Builders) ,New Single-Family Housing Construction (except For-Sale Builders) ,New Single-Family Housing Construction (except For-Sale Builders) 
210,236116,New Multifamily Housing Construction (except For-Sale Builders) ,New Multifamily Housing Construction (except For-Sale Builders) ,New Multifamily Housing Construction (except For-Sale Builders) ,New Multifamily Housing Construction (except For-Sale Builders) ,New Multifamily Housing Construction (except For-Sale Builders) 
211,236117,New Housing For-Sale Builders ,New Housing For-Sale Builders ,New Housing For-Sale Builders ,New Housing For-Sale Builders ,New Housing For-Sale Builders 
212,236118,Residential Remodelers ,Residential Remodelers ,Residential Remodelers ,Residential Remodelers ,Residential Remodelers 
213,2362,Nonresidential Building Construction,Nonresidential Building Construction,Nonresidential Building Construction,Nonresidential Building Construction,Nonresidential Building Construction
214,23621,Industrial Building Construction,Industrial Building Construction,Industrial Building Construction,Industrial Building Construction,Industrial Building Construction
215,236210,Industrial Building Construction ,Industrial Building Construction ,Industrial Building Construction ,Industrial Building Construction ,Industrial Building Construction 
216,23622,Commercial and Institutional Building Construction,Commercial and Institutional Building Construction,Commercial and Institutional Building Construction,Commercial and Institutional Building Construction,Commercial and Institutional Building Construction
217,236220,Commercial and Institutional Building Construction ,Commercial and Institutional Building Construction ,Commercial and Institutional Building Construction ,Commercial and Institutional Building Construction ,Commercial and Institutional Building Construction 
218,237,Heavy and Civil Engineering Construction,Heavy and Civil Engineering Construction,Heavy and Civil Engineering Construction,Heavy and Civil Engineering Construction,Heavy and Civil Engineering Construction
219,2371,Utility System Construction,Utility System Construction,Utility System Construction,Utility System Construction,Utility System Construction
220,23711,Water and Sewer Line and Related Structures Construction,Water and Sewer Line and Related Structures Construction,Water and Sewer Line and Related Structures Construction,Water and Sewer Line and Related Structures Construction,Water and Sewer Line and Related Structures Construction
221,237110,Water and Sewer Line and Related Structures Construction ,Water and Sewer Line and Related Structures Construction ,Water and Sewer Line and Related Structures Construction ,Water and Sewer Line and Related Structures Construction ,Water and Sewer Line and Related Structures Construction 
222,23712,Oil and Gas Pipeline and Related Structures Construction,Oil and Gas Pipeline and Related Structures Construction,Oil and Gas Pipeline and Related Structures Construction,Oil and Gas Pipeline and Related Structures Construction,Oil and Gas Pipeline and Related Structures Construction
223,237120,Oil and Gas Pipeline and Related Structures Construction ,Oil and Gas Pipeline and Related Structures Construction ,Oil and Gas Pipeline and Related Structures Construction ,Oil and Gas Pipeline and Related Structures Construction ,Oil and Gas Pipeline and Related Structures Construction 
224,23713,Power and Communication Line and Related Structures Construction,Power and Communication Line and Related Structures Construction,Power and Communication Line and Related Structures Construction,Power and Communication Line and Related Structures Construction,Power and Communication Line and Related Structures Construction
225,237130,Power and Communication Line and Related Structures Construction ,Power and Communication Line and Related Structures Construction ,Power and Communication Line and Related Structures Construction ,Power and Communication Line and Related Structures Construction ,Power and Communication Line and Related Structures Construction 
226,2372,Land Subdivision,Land Subdivision,Land Subdivision,Land Subdivision,Land Subdivision
227,23721,Land Subdivision,Land Subdivision,Land Subdivision,Land Subdivision,Land Subdivision
228,237210,Land Subdivision ,Land Subdivision ,Land Subdivision ,Land Subdivision ,Land Subdivision 
229,2373,"Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction"
230,23731,"Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction"
231,237310,"Highway, Street, and Bridge Construction ","Highway, Street, and Bridge Construction ","Highway, Street, and Bridge Construction ","Highway, Street, and Bridge Construction ","Highway, Street, and Bridge Construction "
232,2379,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction
233,23799,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction
234,237990,Other Heavy and Civil Engineering Construction ,Other Heavy and Civil Engineering Construction ,Other Heavy and Civil Engineering Construction ,Other Heavy and Civil Engineering Construction ,Other Heavy and Civil Engineering Construction 
235,238,Specialty Trade Contractors,Specialty Trade Contractors,Specialty Trade Contractors,Specialty Trade Contractors,Specialty Trade Contractors
236,2381,"Foundation, Structure, and Building Exterior Contractors","Foundation, Structure, and Building Exterior Contractors","Foundation, Structure, and Building Exterior Contractors","Foundation, Structure, and Building Exterior Contractors","Foundation, Structure, and Building Exterior Contractors"
237,23811,Poured Concrete Foundation and Structure Contractors ,Poured Concrete Foundation and Structure Contractors ,Poured Concrete Foundation and Structure Contractors ,Poured Concrete Foundation and Structure Contractors ,Poured Concrete Foundation and Structure Contractors 
238,238110,Poured Concrete Foundation and Structure Contractors ,Poured Concrete Foundation and Structure Contractors ,Poured Concrete Foundation and Structure Contractors ,Poured Concrete Foundation and Structure Contractors ,Poured Concrete Foundation and Structure Contractors 
239,23812,Structural Steel and Precast Concrete Contractors ,Structural Steel and Precast Concrete Contractors ,Structural Steel and Precast Concrete Contractors ,Structural Steel and Precast Concrete Contractors ,Structural Steel and Precast Concrete Contractors 
240,238120,Structural Steel and Precast Concrete Contractors ,Structural Steel and Precast Concrete Contractors ,Structural Steel and Precast Concrete Contractors ,Structural Steel and Precast Concrete Contractors ,Structural Steel and Precast Concrete Contractors 
241,23813,Framing Contractors ,Framing Contractors ,Framing Contractors ,Framing Contractors ,Framing Contractors 
242,238130,Framing Contractors ,Framing Contractors ,Framing Contractors ,Framing Contractors ,Framing Contractors 
243,23814,Masonry Contractors ,Masonry Contractors ,Masonry Contractors ,Masonry Contractors ,Masonry Contractors 
244,238140,Masonry Contractors ,Masonry Contractors ,Masonry Contractors ,Masonry Contractors ,Masonry Contractors 
245,23815,Glass and Glazing Contractors ,Glass and Glazing Contractors ,Glass and Glazing Contractors ,Glass and Glazing Contractors ,Glass and Glazing Contractors 
246,238150,Glass and Glazing Contractors ,Glass and Glazing Contractors ,Glass and Glazing Contractors ,Glass and Glazing Contractors ,Glass and Glazing Contractors 
247,23816,Roofing Contractors ,Roofing Contractors ,Roofing Contractors ,Roofing Contractors ,Roofing Contractors 
248,238160,Roofing Contractors ,Roofing Contractors ,Roofing Contractors ,Roofing Contractors ,Roofing Contractors 
249,23817,Siding Contractors ,Siding Contractors ,Siding Contractors ,Siding Contractors ,Siding Contractors 
250,238170,Siding Contractors ,Siding Contractors ,Siding Contractors ,Siding Contractors ,Siding Contractors 
251,23819,"Other Foundation, Structure, and Building Exterior Contractors ","Other Foundation, Structure, and Building Exterior Contractors ","Other Foundation, Structure, and Building Exterior Contractors ","Other Foundation, Structure, and Building Exterior Contractors ","Other Foundation, Structure, and Building Exterior Contractors "
252,238190,"Other Foundation, Structure, and Building Exterior Contractors ","Other Foundation, Structure, and Building Exterior Contractors ","Other Foundation, Structure, and Building Exterior Contractors ","Other Foundation, Structure, and Building Exterior Contractors ","Other Foundation, Structure, and Building Exterior Contractors "
253,2382,Building Equipment Contractors,Building Equipment Contractors,Building Equipment Contractors,Building Equipment Contractors,Building Equipment Contractors
254,23821,Electrical Contractors and Other Wiring Installation Contractors,Electrical Contractors and Other Wiring Installation Contractors,Electrical Contractors and Other Wiring Installation Contractors,Electrical Contractors and Other Wiring Installation Contractors,Electrical Contractors and Other Wiring Installation Contractors
255,238210,Electrical Contractors and Other Wiring Installation Contractors,Electrical Contractors and Other Wiring Installation Contractors,Electrical Contractors and Other Wiring Installation Contractors,Electrical Contractors and Other Wiring Installation Contractors,Electrical Contractors and Other Wiring Installation Contractors
256,23822,"Plumbing, Heating, and Air-Conditioning Contractors","Plumbing, Heating, and Air-Conditioning Contractors","Plumbing, Heating, and Air-Conditioning Contractors","Plumbing, Heating, and Air-Conditioning Contractors","Plumbing, Heating, and Air-Conditioning Contractors"
257,238220,"Plumbing, Heating, and Air-Conditioning Contractors ","Plumbing, Heating, and Air-Conditioning Contractors ","Plumbing, Heating, and Air-Conditioning Contractors ","Plumbing, Heating, and Air-Conditioning Contractors ","Plumbing, Heating, and Air-Conditioning Contractors "
258,23829,Other Building Equipment Contractors,Other Building Equipment Contractors,Other Building Equipment Contractors,Other Building Equipment Contractors,Other Building Equipment Contractors
259,238290,Other Building Equipment Contractors ,Other Building Equipment Contractors ,Other Building Equipment Contractors ,Other Building Equipment Contractors ,Other Building Equipment Contractors 
260,2383,Building Finishing Contractors,Building Finishing Contractors,Building Finishing Contractors,Building Finishing Contractors,Building Finishing Contractors
261,23831,Drywall and Insulation Contractors,Drywall and Insulation Contractors,Drywall and Insulation Contractors,Drywall and Insulation Contractors,Drywall and Insulation Contractors
262,238310,Drywall and Insulation Contractors ,Drywall and Insulation Contractors ,Drywall and Insulation Contractors ,Drywall and Insulation Contractors ,Drywall and Insulation Contractors 
263,23832,Painting and Wall Covering Contractors,Painting and Wall Covering Contractors,Painting and Wall Covering Contractors,Painting and Wall Covering Contractors,Painting and Wall Covering Contractors
264,238320,Painting and Wall Covering Contractors,Painting and Wall Covering Contractors,Painting and Wall Covering Contractors,Painting and Wall Covering Contractors,Painting and Wall Covering Contractors
265,23833,Flooring Contractors,Flooring Contractors,Flooring Contractors,Flooring Contractors,Flooring Contractors
266,238330,Flooring Contractors,Flooring Contractors,Flooring Contractors,Flooring Contractors,Flooring Contractors
267,23834,Tile and Terrazzo Contractors,Tile and Terrazzo Contractors,Tile and Terrazzo Contractors,Tile and Terrazzo Contractors,Tile and Terrazzo Contractors
268,238340,Tile and Terrazzo Contractors,Tile and Terrazzo Contractors,Tile and Terrazzo Contractors,Tile and Terrazzo Contractors,Tile and Terrazzo Contractors
269,23835,Finish Carpentry Contractors,Finish Carpentry Contractors,Finish Carpentry Contractors,Finish Carpentry Contractors,Finish Carpentry Contractors
